STATE_NAME	COUNTY_NAME	STATE_FIPS	COUNTY_FIPS	total	totalsd	tot95l	tot95u	five_rank	fifty_rank	ninetyfive_rank	percent	persd	per95l	per95u	adjpercent	adjpersd	adjper95l	adjper95u	lipertot09
California	Lake County	6	33	8644	1090	6681	10966	19	96	405	17.6	2.2	13.6	22.3	16.6	2.1	12.8	21.1	1
California	Lassen County	6	35	4961	665	3763	6360	44	247	824	18.3	2.5	13.9	23.5	18.9	2.5	14.4	24	1
California	Los Angeles County	6	37	1321190	40523	1245030	1403440	179	252	350	18.7	0.6	17.6	19.9	18.9	0.6	17.8	20	7
California	Madera County	6	39	20427	2242	16244	25162	114	393	1035	20.3	2.2	16.1	25	20.4	2.2	16.2	25	1
California	Marin County	6	41	24484	2328	20139	29311	2	9	28	12.6	1.2	10.4	15.1	12.1	1.2	10	14.6	1
California	Mariposa County	6	43	2942	434	2158	3828	45	306	1062	20.9	3.1	15.4	27.2	19.5	2.9	14.3	25.4	1
California	Mendocino County	6	45	11422	1260	9061	14021	27	119	406	17.7	2	14.1	21.8	17	1.9	13.5	20.9	1
California	Merced County	6	47	31909	3229	25793	38560	132	393	941	20.2	2	16.3	24.4	20.3	2	16.4	24.5	1
California	Modoc County	6	49	1428	230	1018	1911	27	236	1007	20.3	3.3	14.5	27.2	18.9	3.1	13.4	25.4	1
California	Mono County	6	51	1411	244	984	1948	2	19	167	13.9	2.4	9.7	19.2	13.6	2.4	9.5	18.8	1
California	Monterey County	6	53	45317	4057	37913	53643	23	74	221	15.9	1.4	13.3	18.8	16	1.4	13.5	19	1
California	Napa County	6	55	15468	1689	12368	18939	12	44	185	15.5	1.7	12.4	19	15.1	1.7	12	18.5	1
California	Nevada County	6	57	10548	1252	8244	13132	3	14	58	13.7	1.6	10.7	17.1	12.8	1.6	10	16.1	1
California	Orange County	6	59	358010	13367	333356	385479	53	89	150	16.3	0.6	15.2	17.6	16.4	0.6	15.2	17.6	7
California	Placer County	6	61	36886	3109	31096	43222	8	22	68	14.4	1.2	12.1	16.8	13.8	1.2	11.6	16.2	1
California	Plumas County	6	63	3220	469	2365	4212	27	200	829	20.1	2.9	14.8	26.3	18.4	2.7	13.4	24.1	1
California	Riverside County	6	65	312314	13064	287675	338555	370	554	816	21.6	0.9	19.9	23.5	21.5	0.9	19.8	23.4	4
California	Sacramento County	6	67	190283	8396	174144	207136	162	263	414	19	0.8	17.4	20.7	19	0.8	17.4	20.7	4
California	San Benito County	6	69	6014	958	4291	8042	11	77	432	16	2.6	11.4	21.4	16.2	2.5	11.6	21.5	1
California	San Bernardino County	6	71	288644	12405	264829	313135	387	583	840	21.4	0.9	19.7	23.2	21.7	0.9	19.9	23.5	4
California	San Diego County	6	73	385364	13981	358917	413447	90	145	216	17.3	0.6	16.1	18.6	17.4	0.6	16.2	18.6	7
California	San Francisco County	6	75	115834	6810	103091	129638	54	121	239	16.9	1	15.1	18.9	17	1	15.1	19	4
California	San Joaquin County	6	77	96777	5917	85527	108908	306	550	925	21.5	1.3	19	24.1	21.5	1.3	19	24.1	4
California	San Luis Obispo County	6	79	29779	2660	24891	35158	10	28	88	14.7	1.3	12.3	17.3	14.2	1.3	11.8	16.8	1
California	San Mateo County	6	81	88211	5713	77503	99894	33	79	178	16.2	1.1	14.3	18.4	16.1	1.1	14.2	18.3	4
California	Santa Barbara County	6	83	46100	3822	38874	53844	21	63	190	16	1.3	13.5	18.6	15.8	1.3	13.3	18.4	1
California	Santa Clara County	6	85	214765	9841	196074	234238	51	101	176	16.5	0.8	15	18	16.6	0.8	15.1	18.1	4
California	Santa Cruz County	6	87	23314	2420	18823	28429	2	11	35	12.4	1.3	10	15.1	12.4	1.3	10.1	15.1	1
California	Shasta County	6	89	26466	2242	22308	31132	88	252	603	19.7	1.7	16.6	23.2	18.9	1.6	15.9	22.3	1
California	Sierra County	6	91	484	84	332	661	16	147	816	19.1	3.3	13.1	26.1	17.6	3.1	12.1	24.2	1
California	Siskiyou County	6	93	6871	811	5385	8550	46	230	724	20.1	2.4	15.8	25.1	18.7	2.3	14.6	23.5	1
California	Solano County	6	95	62605	4918	53414	72861	226	498	976	21.3	1.7	18.2	24.8	21.2	1.7	18.1	24.6	1
California	Sonoma County	6	97	51420	3608	44567	58615	13	28	72	14.5	1	12.6	16.6	14.2	1	12.3	16.3	1
California	Stanislaus County	6	99	82720	5625	71907	94035	512	955	1538	24	1.6	20.8	27.2	23.9	1.6	20.8	27.2	5
California	Sutter County	6	101	14357	1569	11520	17629	194	596	1433	22.3	2.4	17.9	27.4	21.9	2.4	17.6	27	1
California	Tehama County	6	103	7723	995	5890	9826	17	102	409	17.5	2.3	13.3	22.3	16.7	2.2	12.7	21.4	1
California	Trinity County	6	105	2602	388	1922	3461	65	411	1413	22.9	3.4	16.9	30.4	20.6	3.2	15.1	27.6	2
California	Tulare County	6	107	66703	5251	56933	77716	564	1067	1740	24.3	1.9	20.7	28.3	24.5	1.9	20.9	28.5	2
California	Tuolumne County	6	109	8558	1018	6629	10738	34	188	619	19.3	2.3	15	24.2	18.1	2.2	13.9	22.8	1
California	Ventura County	6	111	96794	6167	85363	109302	44	108	230	17	1.1	15	19.2	16.8	1.1	14.8	19	4
California	Yolo County	6	113	22722	2316	18395	27448	25	94	292	16.2	1.7	13.1	19.6	16.5	1.7	13.4	19.9	1
California	Yuba County	6	115	12218	1320	9847	15047	439	1104	2115	24.6	2.7	19.8	30.3	24.8	2.6	20	30.4	2
Colorado	Adams County	8	1	63583	2693	58297	68835	346	532	754	20.8	0.9	19	22.5	21.3	0.9	19.6	23	1
Colorado	Alamosa County	8	3	2122	222	1713	2580	107	348	887	20.1	2.1	16.2	24.4	19.9	2.1	16.1	24.2	1
Colorado	Arapahoe County	8	5	70006	2827	64534	75654	74	132	211	17.2	0.7	15.9	18.6	17.2	0.7	15.8	18.6	1
Colorado	Archuleta County	8	7	1666	218	1260	2116	18	102	415	17.3	2.3	13.1	22	16.7	2.2	12.6	21.1	1
Colorado	Baca County	8	9	697	92	528	884	143	652	1732	24.4	3.2	18.5	31	22.3	3.1	16.6	28.7	2
Colorado	Bent County	8	11	1190	171	873	1547	155	707	1840	22.3	3.2	16.4	29.1	22.6	3.2	16.7	29.4	1
Colorado	Boulder County	8	13	24674	1652	21566	28035	1	5	12	11	0.7	9.6	12.5	11.3	0.7	9.9	12.8	1
Colorado	Broomfield County	8	14	6424	685	5147	7852	25	101	324	16.1	1.7	12.9	19.7	16.6	1.7	13.4	20.2	1
Colorado	Chaffee County	8	15	2301	247	1843	2804	14	56	226	16.5	1.8	13.2	20.1	15.6	1.7	12.4	19.2	1
Colorado	Cheyenne County	8	17	267	41	192	354	40	311	1210	21.1	3.3	15.2	27.9	19.6	3.1	14.1	26.2	1
Colorado	Clear Creek County	8	19	1190	174	870	1552	19	136	556	17.5	2.6	12.8	22.8	17.3	2.4	12.8	22.3	1
Colorado	Conejos County	8	21	1075	146	814	1383	38	232	860	19.8	2.7	15	25.5	18.8	2.6	14.2	24.3	1
Colorado	Costilla County	8	23	499	74	370	657	31	234	899	20.4	3	15.1	26.9	18.8	2.8	13.8	24.8	1
Colorado	Crowley County	8	25	1223	184	888	1592	161	767	1927	22.1	3.3	16.1	28.8	22.9	3.3	16.8	29.6	1
Colorado	Custer County	8	27	726	102	541	943	67	404	1284	22.4	3.2	16.7	29.2	20.4	3	15.1	26.8	1
Colorado	Delta County	8	29	5730	468	4866	6678	319	735	1398	24.3	2	20.7	28.4	22.7	2	19.1	26.7	2
Colorado	Denver County	8	31	71925	3138	65988	78270	47	85	147	15.7	0.7	14.4	17.1	16.3	0.7	15	17.6	4
Colorado	Dolores County	8	33	324	46	241	423	85	449	1364	21.9	3.1	16.3	28.6	20.8	3	15.4	27.2	1
Colorado	Douglas County	8	35	21031	1349	18494	23729	1	5	11	10.7	0.7	9.4	12	11.1	0.7	9.8	12.5	1
Colorado	Eagle County	8	37	4372	605	3296	5660	1	8	33	11	1.5	8.3	14.2	11.8	1.5	9	15.1	1
Colorado	Elbert County	8	39	3249	271	2732	3793	89	244	549	19.1	1.6	16.1	22.3	18.8	1.6	15.9	22	1
Colorado	El Paso County	8	41	76966	2933	71464	82760	124	196	292	18	0.7	16.7	19.3	18.2	0.7	16.9	19.5	4
Colorado	Fremont County	8	43	7751	577	6636	8891	130	318	653	20.1	1.5	17.2	23	19.6	1.5	16.7	22.6	1
Colorado	Garfield County	8	45	5929	588	4854	7120	17	56	184	15.2	1.5	12.4	18.2	15.5	1.5	12.7	18.5	1
Colorado	Gilpin County	8	47	854	124	631	1114	33	235	834	19.2	2.8	14.2	25	18.7	2.7	14	24.4	1
Colorado	Grand County	8	49	1810	256	1347	2347	17	111	484	16.7	2.4	12.5	21.7	16.9	2.3	12.7	21.7	1
Colorado	Gunnison County	8	51	1743	232	1326	2217	11	51	257	14.6	1.9	11.1	18.6	15.4	2	11.8	19.4	1
Colorado	Hinsdale County	8	53	126	23	86	174	17	184	988	19.5	3.5	13.3	27	18.3	3.3	12.5	25.4	1
Colorado	Huerfano County	8	55	1496	174	1174	1848	243	781	1740	24.3	2.8	19.1	30.1	23.1	2.8	18	28.8	2
Colorado	Jackson County	8	57	200	31	144	265	22	166	762	18.9	2.9	13.7	25.1	17.9	2.8	12.8	23.9	1
Colorado	Jefferson County	8	59	64541	2448	59838	69453	37	64	112	16	0.6	14.8	17.2	15.8	0.6	14.6	17	1
Colorado	Kiowa County	8	61	197	32	141	265	40	321	1317	21.5	3.5	15.4	28.9	19.8	3.3	13.9	26.8	1
Colorado	Kit Carson County	8	63	1718	163	1404	2044	667	1462	2297	26.9	2.6	22	32	26.4	2.6	21.5	31.6	2
Colorado	Lake County	8	65	1040	157	763	1383	35	239	918	18.2	2.7	13.3	24.1	18.9	2.8	14	24.9	1
Colorado	La Plata County	8	67	6024	526	5030	7096	18	53	172	15.4	1.3	12.9	18.2	15.5	1.3	12.9	18.2	1
Colorado	Larimer County	8	69	31690	1774	28314	35269	15	29	60	14.2	0.8	12.7	15.8	14.2	0.8	12.7	15.9	1
Colorado	Las Animas County	8	71	2998	301	2425	3608	292	824	1656	24.6	2.5	19.9	29.6	23.2	2.4	18.7	28.2	2
Colorado	Lincoln County	8	73	959	113	753	1190	238	774	1764	23.7	2.8	18.6	29.4	23	2.8	18	28.7	2
Colorado	Logan County	8	75	3497	325	2883	4152	240	632	1296	22.5	2.1	18.5	26.7	22.1	2.1	18.2	26.3	2
Colorado	Mesa County	8	77	19628	1181	17361	21967	77	170	325	18.3	1.1	16.2	20.5	17.8	1.1	15.6	20	1
Colorado	Mineral County	8	79	142	23	100	191	13	123	653	18.9	3.1	13.4	25.4	17.2	2.9	12	23.3	1
Colorado	Moffat County	8	81	2583	221	2169	3034	719	1397	2184	26.1	2.2	21.9	30.7	26.1	2.2	21.9	30.6	2
Colorado	Montezuma County	8	83	3824	366	3164	4568	117	338	799	20.5	2	16.9	24.4	19.8	1.9	16.3	23.8	1
Colorado	Montrose County	8	85	5975	517	4975	7020	81	246	588	19.9	1.7	16.6	23.4	18.9	1.7	15.6	22.4	1
Colorado	Morgan County	8	87	4504	396	3771	5317	330	784	1457	23.6	2.1	19.7	27.8	23	2.1	19.2	27.2	2
Colorado	Otero County	8	89	3122	314	2517	3753	216	651	1411	23.5	2.4	18.9	28.2	22.1	2.3	17.7	26.9	2
Colorado	Ouray County	8	91	582	94	413	780	6	41	295	15.8	2.6	11.2	21.1	15.1	2.4	10.8	20.2	1
Colorado	Park County	8	93	2577	252	2096	3087	78	280	670	19.7	1.9	16	23.5	19.2	1.9	15.6	22.9	1
Colorado	Phillips County	8	95	621	92	452	812	25	216	894	19.7	2.9	14.3	25.7	18.5	2.8	13.3	24.3	1
Colorado	Pitkin County	8	97	1644	243	1221	2176	2	13	72	12.5	1.8	9.3	16.5	12.7	1.8	9.5	16.7	1
Colorado	Prowers County	8	99	2474	258	1982	3005	663	1545	2514	27.6	2.9	22.1	33.5	26.9	2.9	21.4	32.8	2
Colorado	Pueblo County	8	101	22857	1380	20245	25680	148	299	549	20	1.2	17.7	22.5	19.3	1.2	17	21.8	1
Colorado	Rio Blanco County	8	103	883	102	694	1093	53	242	721	19.1	2.2	15	23.7	18.9	2.2	14.9	23.3	1
Colorado	Rio Grande County	8	105	2014	205	1632	2430	248	680	1514	23.9	2.4	19.3	28.8	22.5	2.4	18	27.2	2
Colorado	Routt County	8	107	1941	232	1515	2436	1	5	18	10.6	1.3	8.3	13.3	11.1	1.3	8.8	13.8	1
Colorado	Saguache County	8	109	968	132	718	1239	31	198	727	18.6	2.5	13.8	23.7	18.2	2.5	13.6	23.3	1
Colorado	San Juan County	8	111	83	16	55	117	18	200	1085	18.7	3.5	12.4	26.3	18.5	3.4	12.3	25.8	1
Colorado	San Miguel County	8	113	787	141	539	1091	2	21	177	12.9	2.3	8.8	17.9	13.7	2.3	9.6	18.7	1
Colorado	Sedgwick County	8	115	382	59	280	507	37	293	1176	21.5	3.3	15.7	28.5	19.4	3.2	14	26.2	1
Colorado	Summit County	8	117	2486	376	1814	3273	1	10	48	11.5	1.7	8.4	15.1	12.3	1.8	9.1	15.9	1
Colorado	Teller County	8	119	3215	302	2665	3849	79	240	603	19.4	1.8	16.1	23.3	18.7	1.8	15.6	22.5	1
Colorado	Washington County	8	121	896	112	684	1125	286	1045	2178	26.5	3.3	20.3	33.3	24.3	3.2	18.3	30.9	2
Colorado	Weld County	8	123	31885	1833	28445	35542	116	221	387	18.1	1	16.1	20.2	18.5	1	16.5	20.6	1
Colorado	Yuma County	8	125	1527	175	1203	1886	130	497	1265	22.4	2.6	17.6	27.6	21.2	2.5	16.5	26.3	1
Connecticut	Fairfield County	9	1	127635	3480	120841	134564	210	290	390	19.6	0.5	18.5	20.6	19.2	0.6	18.2	20.3	4
Connecticut	Hartford County	9	3	150685	4295	142326	159082	545	720	920	23.1	0.7	21.8	24.4	22.5	0.7	21.2	23.9	5
Connecticut	Litchfield County	9	5	27763	1900	24136	31548	92	222	460	19.4	1.3	16.8	22	18.5	1.3	16	21.2	1
Connecticut	Middlesex County	9	7	26412	1745	23130	29961	187	397	722	20.9	1.4	18.3	23.8	20.3	1.4	17.7	23.1	1
Connecticut	New Haven County	9	9	166657	4315	158279	175153	1160	1400	1646	26.5	0.7	25.1	27.8	26	0.7	24.7	27.4	5
Connecticut	New London County	9	11	45186	2343	40761	49928	381	640	998	22.5	1.2	20.3	24.9	22.1	1.2	19.9	24.5	2
Connecticut	Tolland County	9	13	21426	1410	18752	24283	129	273	536	19.3	1.3	16.9	21.9	19.1	1.3	16.7	21.7	1
Connecticut	Windham County	9	15	22468	1487	19590	25477	716	1231	1867	25.7	1.7	22.4	29.1	25.2	1.7	22	28.7	2
Delaware	Kent County	10	1	31903	830	30306	33532	1525	1793	2065	28.2	0.7	26.8	29.6	27.9	0.8	26.5	29.4	2
Delaware	New Castle County	10	3	85576	2512	80719	90471	454	604	780	21.9	0.6	20.7	23.2	21.8	0.7	20.6	23.1	4
Delaware	Sussex County	10	5	38918	1080	36781	41094	875	1134	1434	26.2	0.7	24.7	27.6	24.8	0.8	23.1	26.4	2
District of Columbia	District of Columbia	11	1	91097	1801	87543	94635	286	353	433	19.7	0.4	18.9	20.4	19.9	0.4	19.1	20.6	4
Florida	Alachua County	12	1	40383	2454	35821	45378	416	724	1138	22.2	1.3	19.7	24.9	22.5	1.3	20.1	25.2	1
Florida	Baker County	12	3	6183	312	5583	6796	2195	2631	2913	32.7	1.7	29.5	36	32.6	1.7	29.4	35.8	3
Florida	Bay County	12	5	29694	1719	26431	33245	515	875	1354	24	1.4	21.4	26.9	23.5	1.4	20.8	26.4	2
Florida	Bradford County	12	7	6811	357	6120	7541	1645	2159	2598	29.9	1.6	26.9	33.1	29.8	1.6	26.7	33	3
Florida	Brevard County	12	9	103279	5562	92574	114427	544	900	1377	24.8	1.3	22.2	27.5	23.6	1.4	21	26.5	5
Florida	Broward County	12	11	302254	16423	270955	336144	425	719	1130	23	1.2	20.6	25.5	22.6	1.3	20.2	25.2	5
Florida	Calhoun County	12	13	3184	169	2866	3519	1642	2152	2605	29.9	1.6	26.9	33.1	29.7	1.6	26.7	32.9	3
Florida	Charlotte County	12	15	28234	1858	24658	31973	121	291	614	21.5	1.4	18.8	24.4	19.3	1.5	16.5	22.4	1
Florida	Citrus County	12	17	31392	1726	28143	34874	734	1200	1799	27.3	1.5	24.5	30.3	25.1	1.6	22.1	28.5	2
Florida	Clay County	12	19	32253	1959	28462	36157	589	1011	1537	24.4	1.5	21.5	27.3	24.2	1.5	21.3	27.1	2
Florida	Collier County	12	21	43213	3070	37438	49419	29	83	220	17.4	1.2	15.1	20	16.2	1.3	13.9	18.9	1
Florida	Columbia County	12	23	15106	759	13659	16633	1385	1897	2381	29.1	1.5	26.4	32.1	28.4	1.5	25.6	31.4	2
Florida	DeSoto County	12	27	8300	469	7417	9254	1772	2347	2791	31.1	1.8	27.8	34.7	30.8	1.8	27.4	34.4	3
Florida	Dixie County	12	29	3959	200	3567	4357	2254	2702	2957	34.3	1.7	30.9	37.7	33.1	1.8	29.6	36.7	3
Florida	Duval County	12	31	163382	7538	148789	178466	1020	1423	1842	26.1	1.2	23.8	28.5	26.1	1.2	23.8	28.5	5
Florida	Escambia County	12	33	58177	3052	52210	64165	839	1286	1770	25.9	1.4	23.3	28.6	25.5	1.4	22.8	28.2	2
Florida	Flagler County	12	35	17016	1042	15043	19137	361	679	1159	23.6	1.4	20.9	26.6	22.4	1.5	19.5	25.4	2
Florida	Franklin County	12	37	2718	151	2427	3020	1432	1999	2515	29.5	1.6	26.3	32.8	28.9	1.7	25.7	32.2	3
Florida	Gadsden County	12	39	11050	558	9990	12173	1915	2406	2780	31.5	1.6	28.5	34.7	31.1	1.6	28	34.3	3
Florida	Gilchrist County	12	41	3644	214	3231	4070	1225	1797	2384	28.7	1.7	25.4	32.1	28	1.7	24.7	31.4	2
Florida	Glades County	12	43	2988	147	2704	3286	2238	2679	2962	34	1.7	30.8	37.4	33	1.8	29.6	36.6	3
Florida	Gulf County	12	45	3568	210	3167	3995	1077	1617	2213	27.6	1.6	24.5	30.9	27.1	1.6	24	30.5	2
Florida	Hamilton County	12	47	3739	197	3365	4134	2299	2725	2982	33.5	1.8	30.2	37	33.3	1.8	29.9	36.9	3
Florida	Hardee County	12	49	6383	361	5704	7114	1905	2437	2812	31.1	1.8	27.8	34.7	31.2	1.8	27.9	34.8	3
Florida	Hendry County	12	51	8350	526	7356	9425	1840	2427	2855	31.1	2	27.4	35	31.2	1.9	27.5	35.2	3
Florida	Hernando County	12	53	35923	2068	31941	40031	655	1138	1703	26.8	1.5	23.8	29.8	24.8	1.6	21.7	28.1	2
Florida	Highlands County	12	55	22002	1199	19680	24432	955	1500	2104	28.1	1.5	25.1	31.2	26.5	1.7	23.2	30	2
Florida	Hillsborough County	12	57	210467	11463	188356	233300	630	1008	1457	24.2	1.3	21.7	26.8	24.1	1.3	21.6	26.8	5
Florida	Holmes County	12	59	4844	239	4380	5322	2204	2653	2923	33.3	1.6	30.1	36.6	32.7	1.7	29.4	36.1	3
Florida	Indian River County	12	61	25302	1538	22396	28421	386	713	1250	23.8	1.4	21.1	26.7	22.6	1.5	19.7	25.7	2
Florida	Jackson County	12	63	12457	612	11278	13673	1939	2396	2756	31.6	1.6	28.6	34.7	31	1.6	27.9	34.2	3
Florida	Jefferson County	12	65	3181	167	2860	3519	1279	1770	2296	28.8	1.5	25.9	31.8	27.9	1.5	24.9	31	2
Florida	Lafayette County	12	67	1827	103	1629	2035	1621	2189	2611	29.4	1.7	26.2	32.8	29.8	1.6	26.7	33.1	2
Florida	Lake County	12	69	58800	3206	52564	65268	367	667	1102	23.9	1.3	21.3	26.5	22.2	1.4	19.5	25	2
Florida	Lee County	12	71	106506	5771	95720	118140	390	679	1097	23.4	1.3	21	25.9	22.3	1.3	19.8	25	5
Florida	Leon County	12	73	40895	2667	35710	46392	263	515	881	20.9	1.4	18.2	23.7	21.2	1.3	18.6	23.9	1
Florida	Levy County	12	75	9742	453	8867	10657	1973	2465	2808	32.7	1.5	29.8	35.8	31.4	1.6	28.3	34.6	3
Florida	Liberty County	12	77	1889	100	1699	2091	2053	2506	2841	31.2	1.7	28	34.5	31.7	1.6	28.6	35	3
Florida	Madison County	12	79	4519	228	4088	4975	1921	2413	2778	31.9	1.6	28.8	35.1	31.1	1.6	28	34.4	3
Florida	Manatee County	12	81	61901	3519	55300	68885	563	974	1506	25.2	1.4	22.5	28.1	24	1.5	21.1	27	2
Florida	Marion County	12	83	71496	3590	64610	78612	1047	1577	2123	28	1.4	25.3	30.8	26.9	1.5	24	29.9	5
Florida	Martin County	12	85	22656	1450	19959	25557	107	244	509	20.4	1.3	18	23	18.8	1.4	16.3	21.6	1
Florida	Miami-Dade County	12	86	444249	28429	390613	501922	497	883	1423	23.9	1.5	21	27	23.5	1.5	20.6	26.6	8
Florida	Monroe County	12	87	11316	797	9817	12921	71	187	408	18.8	1.3	16.3	21.4	18.1	1.3	15.6	20.8	1
Florida	Nassau County	12	89	12914	779	11428	14426	507	887	1383	24.3	1.5	21.5	27.1	23.6	1.5	20.7	26.5	2
Florida	Okaloosa County	12	91	29983	1950	26307	33921	352	679	1123	22.6	1.5	19.8	25.6	22.2	1.5	19.4	25.2	2
Florida	Okeechobee County	12	93	9178	505	8219	10203	1848	2395	2801	31.6	1.7	28.3	35.1	31	1.8	27.6	34.6	3
Florida	Orange County	12	95	187639	8944	170418	205528	671	1002	1401	23.8	1.1	21.6	26	24.1	1.1	21.9	26.3	5
Florida	Osceola County	12	97	49582	2686	44407	55018	957	1401	1923	26.2	1.4	23.4	29	26	1.4	23.3	28.9	2
Florida	Palm Beach County	12	99	221393	11958	199270	245713	328	573	963	22.6	1.2	20.3	25	21.6	1.3	19.3	24.2	5
Florida	Pasco County	12	101	103590	5586	92891	114745	1127	1691	2237	28.6	1.5	25.7	31.7	27.4	1.6	24.4	30.6	5
Florida	Pinellas County	12	103	148160	8624	131344	165448	150	311	558	20.5	1.2	18.1	22.9	19.5	1.2	17.2	22	4
Florida	Polk County	12	105	111366	5642	100650	122830	807	1235	1724	26	1.3	23.5	28.7	25.3	1.4	22.7	28	5
Florida	Putnam County	12	107	17427	910	15660	19229	1847	2386	2774	32.1	1.7	28.9	35.4	30.9	1.7	27.6	34.4	3
Florida	St. Johns County	12	109	25847	1803	22365	29466	61	168	349	18.3	1.3	15.8	20.9	17.7	1.3	15.3	20.3	1
Florida	St. Lucie County	12	111	50651	2946	44961	56574	614	1039	1578	25.3	1.5	22.4	28.2	24.3	1.5	21.4	27.3	2
Florida	Santa Rosa County	12	113	28056	1743	24725	31570	639	1100	1647	25	1.6	22	28.1	24.6	1.5	21.6	27.7	2
Florida	Sarasota County	12	115	59774	3511	53034	66844	83	193	402	19.7	1.2	17.5	22	18.1	1.3	15.8	20.7	1
Florida	Seminole County	12	117	62191	4107	54351	70608	182	380	693	20.3	1.3	17.7	23	20.2	1.3	17.6	22.9	1
Florida	Sumter County	12	119	13144	1031	11224	15268	122	308	650	20	1.6	17.1	23.2	19.5	1.6	16.4	22.9	1
Florida	Suwannee County	12	121	9127	498	8156	10144	1485	2053	2554	30.4	1.7	27.1	33.7	29.2	1.7	25.9	32.6	3
Florida	Taylor County	12	123	5136	262	4626	5667	1863	2354	2728	31.2	1.6	28.1	34.5	30.7	1.6	27.6	34	3
Florida	Union County	12	125	3543	203	3160	3950	1995	2509	2855	31.1	1.8	27.7	34.7	31.7	1.7	28.5	35.2	3
Florida	Volusia County	12	127	98976	4718	89975	108348	713	1085	1558	25.6	1.2	23.2	28	24.6	1.3	22.1	27.2	5
Florida	Wakulla County	12	129	6909	361	6208	7609	1179	1657	2158	27.6	1.4	24.8	30.4	27.3	1.4	24.5	30.1	2
Florida	Walton County	12	131	11327	645	10119	12633	858	1324	1876	26.5	1.5	23.7	29.5	25.7	1.5	22.9	28.9	2
Florida	Washington County	12	133	5489	292	4934	6085	1616	2130	2606	30.1	1.6	27.1	33.4	29.6	1.6	26.5	32.9	3
Georgia	Appling County	13	1	4106	448	3276	5015	1384	2428	3019	32.2	3.5	25.7	39.4	31.4	3.4	25	38.3	3
Georgia	Atkinson County	13	3	1593	218	1198	2043	869	2097	2975	29.5	4	22.2	37.8	29.5	4	22.2	37.8	3
Georgia	Bacon County	13	5	2628	321	2035	3272	1667	2760	3115	34.3	4.2	26.6	42.8	33.8	4.1	26.1	42.2	3
Georgia	Baker County	13	7	736	101	545	947	581	1663	2781	27.5	3.8	20.4	35.5	27.5	3.7	20.5	35.1	2
Georgia	Baldwin County	13	9	9541	1059	7593	11715	791	1777	2688	27.9	3.1	22.2	34.2	27.8	3.1	22.2	34.2	2
Georgia	Banks County	13	11	3017	470	2188	4018	213	985	2324	24.7	3.8	17.9	32.9	24.2	3.8	17.5	32.2	2
Georgia	Barrow County	13	13	13800	1506	11070	16909	869	1785	2708	27.5	3	22.1	33.7	28	3	22.5	34.2	2
Georgia	Bartow County	13	15	16660	1815	13325	20325	425	1122	2075	24.8	2.7	19.9	30.3	24.8	2.7	19.8	30.2	2
Georgia	Ben Hill County	13	17	3712	396	2970	4549	1169	2159	2911	30.7	3.3	24.6	37.6	29.8	3.2	23.9	36.7	3
Georgia	Berrien County	13	19	3636	376	2929	4410	1037	2004	2842	29.9	3.1	24.1	36.3	29.1	3.1	23.4	35.4	3
Georgia	Bibb County	13	21	31460	2364	27040	36303	1166	1873	2540	28.8	2.2	24.7	33.2	28.3	2.1	24.3	32.6	2
Georgia	Bleckley County	13	23	2440	285	1908	3006	641	1612	2624	27.9	3.3	21.8	34.4	27.1	3.2	21.1	33.5	2
Georgia	Brantley County	13	25	3251	418	2482	4108	687	1756	2833	28.6	3.7	21.8	36.1	28	3.6	21.4	35.4	2
Georgia	Brooks County	13	27	3833	397	3079	4631	1257	2243	2941	31.4	3.3	25.2	38	30.3	3.2	24.3	36.7	3
Georgia	Bryan County	13	29	5360	738	4044	6930	317	1064	2252	24.3	3.3	18.3	31.4	24.6	3.3	18.7	31.6	2
Georgia	Bulloch County	13	31	12248	1170	10051	14593	662	1401	2247	25.4	2.4	20.8	30.2	26.1	2.4	21.5	31	2
Georgia	Burke County	13	33	4846	542	3852	5968	1213	2333	2986	31.4	3.5	24.9	38.6	30.7	3.4	24.4	37.8	3
Georgia	Butts County	13	35	4683	642	3514	5991	380	1315	2490	25.8	3.5	19.4	33.1	25.7	3.5	19.3	32.9	2
Georgia	Calhoun County	13	37	1330	170	1004	1674	606	1691	2702	27.3	3.5	20.6	34.3	27.3	3.5	20.6	34.3	2
Georgia	Camden County	13	39	8017	916	6324	9932	347	982	1986	23.8	2.7	18.8	29.5	24.1	2.7	19.1	29.8	2
Georgia	Candler County	13	43	2146	266	1656	2721	656	1665	2781	28.4	3.5	21.9	36	27.5	3.5	21.2	35	2
Georgia	Carroll County	13	45	19885	2132	15899	24272	417	1098	2042	24.5	2.6	19.6	30	24.7	2.6	19.7	30.1	2
Georgia	Catoosa County	13	47	13831	1467	11044	16783	971	2003	2806	29.6	3.1	23.7	35.9	29	3.1	23.1	35.2	3
Georgia	Charlton County	13	49	2380	284	1854	2971	1045	2137	2956	29.8	3.6	23.2	37.2	29.7	3.5	23.2	37.1	3
Georgia	Chatham County	13	51	44162	3374	37772	50979	417	861	1473	23.5	1.8	20.1	27.1	23.4	1.8	20	27	2
Georgia	Chattahoochee County	13	53	2341	363	1686	3106	544	1640	2779	23.6	3.7	17	31.4	27.2	3.8	20.2	35.1	2
Georgia	Chattooga County	13	55	5649	724	4339	7157	625	1678	2749	28.3	3.6	21.7	35.8	27.6	3.6	21.1	35	2
